Headline,label
New Crest Sweepstakes Offers Chance To Win 10 Million Teeth,1
Halloween Pop-Up Store Has Pick Of Every Storefront In Rust Belt Town,1
Aggressive Flagellate Just Going Around Whipping Other Single-Celled Organisms,1
Solemn Jeff Bezos Realizes He Could End Up Like Homeless Man If Just Few Hundred Thousand Things Go Wrong,1
RoseArt Recalls Colored Pencils After Hundreds Of Kids Sucked Into Magical Drawing World,1
Resistance Democrats Cheer Nancy Pelosi After Viral Photo Surfaces Of Her Sitting Quietly And Deferring To Room Of Corporate Lobbyists,1
Man Starting To Think Addams Family Not Like Other Families,1
‘You’ll Never Take Me Alive!’ Shouts Giuliani Jumping Onto Chandelier And Immediately Falling 3 Stories,1
Trump Supporter Comes Away From Democratic Debate With Pretty Clear Idea Of Which Candidate He’s Going To Kill,1
Gun Salesman Invites Customer To Take AR-15 For Spin Around Neighborhood,1
Bounty Unveils New Ultra-Thin Paper Towels For More Natural Feeling While Wiping Up Spills,1
Man Can’t Look At Angel Flying Down From Heaven To Save Drowning Child And Not Feel Like There Must Be Some Higher Power Out There,1
Bernie Sanders Renounces Call For Economic Equality After Brush With Death Teaches Him Money Isn’t Everything,1
"Tom Steyer Upgrades To Luxury-Class Debate Section With Hot Towels, Beverage Service",1
CNN Moderator Desk Crowded After 16 Pundits Qualify For Debate,1
"‘Oh Goddamnit,’ Says Pete Buttigieg After Realizing None Of Opponents Dressed Up For Pre-Halloween Debate",1
Report: Kangaroo At Petting Zoo Can’t Be Good,1
Hunter Biden Admits It Was Poor Judgment To Be Involved With Corrupt Biden Family,1
911 Operator Informs Black Caller That Death Is On The Way,1
State-Of-The-Art PA System Squandered On Lutheran Church,1
"Encouraged Marine Biologists Project Oceans Will Be Nice, Simmering Seafood Bisque By 2040",1
"Report: You May Not Remember Mom’s Friend, But Mom’s Friend Sure Remembers You",1
Nation’s CEOs Sign Pledge To Continue Fucking Over Americans,1
Jubilant ISIS Prisoners Hail American Liberators,1
"Nation’s Indigenous People Confirm They Don’t Need Special Holiday, Just Large Swaths Of Land Returned Immediately",1
"‘I Built This,’ Whispers Social Media Manager Beholding His Empire Of Successful Fuddruckers Tweets",1
Conspiracy Theory Wastes No Time Getting Racist,1
Report: Looks Like Ex Gained Some Weight Ever Since They Started Dating Someone Better,1
Department Of Education Vows To Crack Down On Cocky Little Assholes Who Hand In Test Early,1
Middle School Boy Assumes Crush Staring Into His Eyes During Slow Dance Waiting For Him To Make Fart Noises With Hands,1
"‘At Least Someone’s Getting Pregnant,’ Reports Mother-In-Law Watching News Story About Child Brides",1
PG&E Makes Amends For Power Outages By Pumping Wires Full Of So Much Electricity That Plugging In Lamp Will Kill You,1
Trump Flees Government Oppression By Relocating Administration To Remote Cabin Compound In Mountains Of Idaho,1
3M Releases Command Self-Adhesive Meat Hooks For Serial Killers Trying To Reduce Clutter,1
Movie Theater Security Reports Suspicious Behavior After Patron Buys Ticket To ‘Gemini Man’,1
Business That Supposedly Considers Itself One Big Family Doesn’t Want Employees Bathing Together,1
Bank Hostages Can’t Believe Police Didn’t Spring For Better Pizza,1
Pfizer Unveils New Prescription Medicine To Help Adults Quit Sitting,1
"‘At Least They Don’t Know About My Leaking, Prolapsed Anus,’ Thinks Devin Nunes Filing Lawsuit Against Mocking Twitter Accounts",1
Video Game Sword Master Teaches Pupil Unbeatable Secret Technique Of Backpedaling Away From Foes While Wildly Swinging Weapon,1
Trump Assures Kurds There Will One Day Be Very Nice Tree Planted In D.C. Commemorating Their Deaths,1
Dallas Cops Plant Black Suspect At Murder Scene,1
Study Finds Over 55 Million Deaths Could Be Prevented Annually By Some Sort Of Immortality Serum,1
Dog Takes Pilgrimage To Holy Site Where It Once Found Rotisserie Chicken On Side Of Road,1
GOP Lawmakers Watch Silently As Trump Strangles Each Of Their Loved Ones In Turn,1
Man Starting To Think He Didn’t Win 1995 Kellogg’s Frosted Flakes Sweepstakes For Free Trip To Australian Outback,1
Terrorist Who Put A Lot Of Work Into Explosive Device Offended By Intelligence Agencies Labeling It As ‘Improvised’,1
Home Depot CEO Mulls Loosening Organization’s Celibacy Requirement,1
"Report: New Suit, Sir?",1
FDA Moves To Ban All Flavored Jolly Ranchers,1
Trump Cabinet Officials Resentful Of Increasing Power Wielded By Live-In Caregiver,1
Learning To Love Himself Getting Man Out Of A Lot Of Painful Self-Reflection,1
Area Man Marries Woman He Barely Knows After 5 Years Of Dating,1
Mom Arrives From Other Room For Semi-Hourly Report On Game,1
Nation’s Top Pseudoscientists Harness High-Energy Quartz Crystal Capable Of Reversing Effects Of Being Gemini,1
Trump Furiously Searching Raytheon Catalog For Gift After Realizing He Promised China And Ukraine Same Javelin Missile,1
Nation Ashamed To Admit They Would Probably Look Up John Goodman’s Nudes If They Leaked,1
"Giuliani: ‘When The Going Gets Tough, I Can Always Look Back Fondly On The Events Of 9/11’",1
New Patriotic Gatorade Ad Shows Terrorists Being Waterboarded With Gatorade,1
FBI Warns ‘Downton Abbey’ Screenings Could Be Target For Shootings By Disgruntled Royalist,1
Kamala Harris Undergoes Heart Surgery After Seeing Positive Reception For Sanders,1
Fisher-Price Recalls Dangerous 30-Foot-Tall High Chair,1
"‘Please Guide Me In My Darkest Hour Lord,’ Prays Trump Kneeling Before Portrait Of Himself",1
Justin Trudeau Explains Deep Spiritual Significance Of Oil Pipelines Through Indigenous Lands,1
‘Seinfeld’ Producers Reveal They Originally Planned To Kill Off Jerry In The Pilot,1
Woman Holds Off Buying Herself New Headphones So Boyfriend Can Surprise Her With Shittier Version For Her Birthday,1
Excited CDC Employees Begin Decorating For Flu Season,1
Amazon Issues Reminder To Employees About Bringing In Outside Thoughts To Work,1
"Pompeo Clarifies Anyone In Country Can Listen In On Trump Administration Calls By Picking Up Phone, Dialing 9",1
‘Are You The Whistleblower?’ Trump Boys Ask White House Janitor After Giving Him Serum Of All The Sodas Mixed Together,1
His Holiness Has Repeatedly Stated This Is Not A Cult,1
Glade Introduces New Vanilla Passion Fruit Unmanned Aerial Application Vehicle,1
Crime Scene Has All The Different Types Of Cops,1
New Facebook Terms Of Service Includes Compulsory Conscription Into Zuckerberg’s Upcoming War Against Government,1
Nutritionists Report They Wouldn’t Have To Figure Out Which Foods Were Bad For You If Americans Just Ate Normal For Once,1
Bernie Sanders Unveils Plan To Tackle Income Inequality With Art Heist From Billionaire’s Home,1
70-Year-Old Man Worried He Running Out Of Time To Have Kids,1
Bill Belichick Praises Patriots’ Discipline And Dedication In Building The Device,1
TSA To Phase Out Glue-Sniffing Dogs,1
"Man Feels Pressure To Propose After Dating Girlfriend For 3 Years, Buying Ring, Getting Down On One Knee",1
Child Pointing Out Cow On Side Of Road Must Think Parents Don’t Have Fucking Eyes,1
Trump Aides Investigating Whistleblower Struggling To Identify Single Person In CIA With Moral Principles,1
Authorities Theorize Santa Anita Race Track Deaths Could Be Work Of Horse Serial Killer,1
"Well, At Least High School Teacher And Student Ended Up Getting Married",1
‘New York Times’ Offers To Disclose Whistleblower Identity To Readers Who Subscribe In Next 24 Hours,1
New Hellmann’s Theme Park To Feature World’s Longest Lazy Mayo River,1
Aging Tom Cruise No Longer Able To Climb Outer Wall Of Skyscraper Without Taking Break Halfway Through,1
"Chelsea Manning, Reality Winner Excitedly Hoping Nation’s Newfound Approval Of Whistleblowers Will Get Them Out Of Jail",1
Home Depot Introduces New 100-Pound Bag Of Mulch For Fucking Up Back In Garden Section,1
Mattel Preempts Backlash Over Gender-Neutral Doll With Release Of New ‘Covered In Genitals’ Barbie,1
Sean Spicer’s Agent Tells Him If He Calls Trump’s Conduct ‘Troubling’ She Could Probably Get Him On ‘American Ninja Warrior’,1
Nation’s Labradoodles Begin Combusting After Regretful Creator Initiates Self-Destruct Sequence Programmed Into Their DNA,1
Resistance Democrat Racking Brain For Way To Sexualize Anonymous Whistleblower,1
D.C. Visitors Impressed By Statue Honoring Nation’s First Obelisk President,1
Experts Recommend Families Have Plan For Ditching Weakest Member In Case Of Disaster,1
Authorities Hunt For Arsonist Suspected Of Purifying Dozens Of Buildings In Bath Of Glorious Flame,1
New Fitness Tracker Monitors Amount Of Exercise Users Watch On TV,1
White House Unveils Lightly Edited Memorandum Of U.S. Constitution That Specifically Declares Trump’s Innocence,1
"Weak, Exhausted Nancy Pelosi Given Saline Drip Following Hours-Long Attempt To Stand Firm In Convictions",1
Botox Criticized For New Ad Campaign Targeting Millie Bobby Brown,1
Stuff On TV Show Always Going Wrong,1
Signs Of Trauma On Neolithic Skeleton Indicate Early Humans’ Lifestyle Far More Slapstick Than Previously Thought,1
Beto O’Rourke’s Son Concerned Trump Will Order Ukraine To Investigate Him Next,1
Fox News Apologizes For Their Mentally Ill Hosts,1
"Democrats Criticize Trump For Attacking Greta Thunberg Instead Of Praising Her Bravery, Ignoring Her Later",1
"God Fucking Damnit, Live-In Maid Sorted Satins And Cottons Together Again",1
3-Year-Old Going To Hold In Fact That Cashier Is Fat Until He’s At Checkout,1
Disney Opens 200-Acre Sadomasochism Theme Park After Purchasing Rights To Hellraiser Franchise,1
Nation Perplexed By 16-Year-Old Who Doesn’t Want World To End,1
Netflix CEO Chews Out Content Creators In Post-Emmys Locker Room Tirade,1
Regular Customer Of Sinaloa Cartel Shocked To Learn Organization Funded Death Squads,1
Viewers Disappointed New ‘Frozen 2’ Trailer Provides Almost No Clues To The Specifics Of Trump’s Conversations With Ukrainian President,1
House Democrats Issue Condemnation Of Ukraine For Making It Harder To Avoid Impeaching Trump,1
Quiet Nerdy Kid Lies In Wait For Perfect Moment To Unleash Freestyle Rap Abilities On Classmates,1
Vatican Forced To Revoke Dozens Of Sainthoods After Discovering Miracles Performed With Eldritch Magic,1
"Joe Kennedy Dodges Crashing Planes, Swerving Cars After Announcing Campaign For Senate",1
Audubon Society President Spends Another Morning In Attic Feeding Nation’s 2.9 Billion Missing Birds,1
Rookie Forest Ranger Not Getting Hopes Up About Seeing Tree On First Day,1
Justin Trudeau Responds To Blackface Criticism With New ‘Triggered?’ Campaign Slogan,1
Grandmother Contracts Herpes 5 Minutes After Checking Into Nursing Home,1
Pompeo To Increase Bombing In Afghanistan After Figuring They’ll Miss And Hit Iran At Some Point,1
Pope Francis Tells Sinner Risky Experimental Sacrament Only Thing Capable Of Saving Him,1
"Holy Shit, Toddler Just Face-Planted Right Onto Sidewalk",1
Retail Employee Has Little Daily Ritual Where He Drinks Dr. Pepper In Quiet Corner Of Stock Room And Doesn’t Kill Himself,1
Adoption Agency Gives Couple Who Waited Long Time An Extra Kid Free Of Charge,1
School Shooter Thankfully Stopped Before Doing Enough Damage To Restart National Gun Debate,1
"Philadelphia To Become DirecTV, PA After Cream Cheese Manufacturer Loses Naming Rights",1
Trump Confirms That It Was Iran Or Some Country Like That Behind Saudi Oil Attacks,1
"Woman Reminds Friend She Will Always Be Only A Phone Call, Uninterrupted 45-Minute Monologue About Guy She’s Seeing Away",1
McDonald’s Appealing To Health-Conscious Consumers With New ‘You Can’t Run From Us Forever’ Ad Campaign,1
Panicked Ken Burns Worried He In Too Deep With 17-Trillion-Hour ‘The Universe’ Documentary,1
John Bolton Asked To Leave Condo Board Meeting After Repeatedly Advocating Bombing Isaacsons,1
BREAKING: Mr. Bennington Completely Lost His Shit In 3rd Period,1
BREAKING: Kyle Acting Like Petulant Little Shit In 3rd Period,1
Dying Man’s Greatest Regret Wasting So Much Of Life Obsessing About People He Abducted And Strangled,1
Grizzled Beer Can Used As Ashtray Watches Another Headstrong 12-Pack Come And Go Through Patio,1
Working In General Vicinity For 8 Hours A Day Misinterpreted As Friendship,1
Harvard Officials Say $8.9 Million Donation From Jeffrey Epstein Was From Brief Recovery Period When He Wasn’t A Pedophile,1
Green Giant Offering Program Where Gun Owners Can Trade In Firearms For Green Beans,1
Liberal Parents Struggling To Find School District With High-Quality Drag Queens,1
Moderator Jorge Ramos Asks Candidates How They Would Help Struggling Media Companies With $7.5 Billion Of Debt,1
Marianne Williamson Materializes On Stage In Cloud Of Purple Smoke With Message That DNC Polling Requirements No Match For Power Of Positive Thinking,1
Desperate Boy Scouts Officials Announce New ‘You Can Mutilate As Many Dead Squirrels As You Want’ Membership Campaign,1
Matthew McConaughey Forced To Apply For Food Stamps After First Month As Adjunct Professor,1
LEGO Unveils Line Of Playsets Commemorating Children Who Choked To Death On One Of Their Blocks,1
"‘Those Have To Be First-Time Parents,’ Onlooker Says Of Couple Trying To Screw Infant Into Light Bulb Socket",1
New Biblical Evidence Reveals Christ Suffered Extensive Brain Damage During Time Lying Dead In Tomb,1
New Pop-Up National Park Offers 500 Square Feet Of Pristine Wilderness For Next 2 Days,1
Nation Solemnly Recalls Horrors Of 9/11 15th-Anniversary Coverage,1
Rowdy Grandma Double-Fisting Grandchildren,1
Student Studying To Become Hair Stylist Nervous For Part Where You Practice On Cadavers,1
House Democrats Vow To Hold President Accountable With Agriculture Bill Where First Letter Of Every Line Spells Out ‘Impeach Trump’,1
Ex-CIA Agent Valerie Plame Releases Campaign Video Depicting Her Torturing Voters,1
Longtime Sleepytime Tea Addict Has To Use 6 Bags Just To Feel Drowsy,1
Liberty University Board Concerned Falwell’s Corruption Risks Undercutting College’s Mission Of Subjugating Women And Gay People,1
Jerry Falwell Jr. Tells Story Of Jesus Getting Revenge On Apostle Who Ratted Out His Corruption Schemes,1
Trump Under Fire For Forcing Astronauts To Stay In Irish Trump Hotel While On Specialized Space Mission,1
MIT Media Lab Agrees To Return All Of Jeffrey Epstein’s Donated Girls,1
Historians Reveal Multiple Cradles Of Civilization Each Independently Developed Chicken Tender Basket,1
Recipe Passed Down From Grandma Gussied Up To Be Less Poor,1
Apologetic Conversion Therapy Founder Offers To Electrocute Past Patients Back Into Being Gay,1
Piece Of Dog Shit Pretty Picked Over By Time Fly Got There,1
Nation’s Bison Hold Lavish Fundraiser In Effort To Get 2020 Candidates To Support Environment,1
Nation’s 30-Year-Olds Pool Money To Buy 2-Bedroom Bungalow Together,1
Tech Genius In 2120 Devises Revolutionary Concept Of Utilizing Sharp Stick To Harvest Termites,1
CDC Investigating As Third Teen Ends Up Dead After Wandering Into Mysterious Cloud Of Vape Mist,1
Joe Pesci So Sick Of Fans Asking To Blowtorch Scalp For Photo Op,1
Marianne Williamson Deletes Tweets About Using Mind To Control Weather After Realizing Nation Unprepared To Wield Such Great Power,1
Struggling Forever 21 Reminds Teens That Parents Won’t Notice $20 Missing From Wallet Every Now And Then,1
Biden Campaign Concerned After Candidate Gives Unsolicited Back Rub To Coat Rack,1
New Even Bleaker ‘Joker’ Reboot Features Elderly Comic Book Villain Struggling To Care For Wife After Stroke,1
Meghan McCain Defends Right To Own Dozens Of Guns She’s Hidden In Strategic Parts Of ‘The View’ Set,1
Inclusive New Texas Bill Prevents Gun Sellers From Discriminating On Basis Of Background Check,1
Report: Best Indicator Of Kickass Party Still Pizza Spinning On Turntable,1
Winchester Widens Consumer Reach With New 4.50-Caliber Bullets For Non-Gun Owners To Pelt Targets With,1
Obamas Sign Exclusive 6-Truck Deal To Produce Series Of Mid-Size RAM Pickups,1
‘Help! Help! Who Am I? Where Am I? Who Are You People?’ Says Biden In Embarrassing Campaign Gaffe,1
Diner Who Previously Put Wadded-Up Napkin On Center Of Plate Comes Out Of Retirement To Take One Last Stab At Burger,1
Nation’s Nonfiction Writers Announce Plans To Keep Writing Down Things That Happened,1
Deal Alert: A Beluga Whale Beached Itself With A Stomach Full Of Classic N64 Cartridges,1
"Democrats Launch New ‘Listen Up, Hayseeds’ Campaign To Connect With Rural Voters",1
Teenagers Making Out In Park Have No Idea What The Hell They’re Doing,1
Unconscious Amazon Employee Chastised For Not Filing Time-Off Request,1
Report: This To Be History’s Last-Ever Reference To 19th-Century Seamstress Florence Shadewell,1
Heroic Secret Service Agent Takes Bull Intended For President,1
Horrified Amazon Worker Awakes From Warehouse Accident To Find Jeff Bezos Welding Mechanical Limbs Onto Stumps Where Arms Used To Be,1
Centipede Tearing Ass Across Floor Must Be Really Late For Something,1
Hardcore Weezer Fan Hates Everything Band Has Released Since Forming,1
Experts Warn Hurricane Dorian Could Devastate Florida’s Wild Sea-Doo Population,1
YouTuber’s Enthusiasm Clearly Flagging By 45th Minute Of ‘Ride The Lightning’ Guitar Solo Lesson,1
Breaking: The Onion Has Detected A Virus On Your Computer,1
"Report Finds Teens Are Having Less Sex Than Previous Generations, But When They Do, Buckle The Fuck Up",1
"‘Yeah, I Totally Wore These On The Moon,’ Says Buzz Aldrin Selling Old Pair Of Gym Socks To Complete Sucker For $500,000",1
Newly Founded Steyer Institute For Political Research Poll Finds Tom Steyer Leading 2020 Democrats At 95%,1
Study Finds Most Effective Method Of Overcoming Procrastination Having Overseer Beat You Whenever You Stop Working,1
Sex Ed Teacher Must Not Have Been Able To Hack It As Professional Sex Worker,1
Hostages’ Eyes Glazing Over Halfway Through Serial Killer’s Explanation Of Complex Game They Going To Play,1
Man Guesses If Anyone Ever Calls Him Out On Privilege He’ll Just Make Up Something About Being Molested,1
Johnson & Johnson Pledges To Push Uppers For Couple Decades To Even Things Out,1
Amazon Deforestation Reveals Tribe Of Isolated Rich Sociopaths Completely Untouched By Consequence,1
School Administration Reminds Female Students Bulletproof Vests Must Cover Midriff,1
Man Overcomes Fear Of Public Urination,1
"2019 VMAs Full Of People You Don’t Know, You Desiccated Corpse, You Putrid Crone, You Might As Well Be Dead",1
Obama Upholds In-Office Tradition By Releasing 2019 Summer Kill List,1
Bird Owner Assures Guests He Sometimes Lets Parakeet Out Of Cage To Fly Around House In Frantic Search For Freedom,1
Furious Jeff Bezos Reams Out ‘Washington Post’ Editors After Catching Another Copy-Editing Mistake,1
World Leaders Eagerly Await As G7 Organizers Announce Raffle Drawing For Nintendo Switch,1
Teary Andrew Luck Describes Fighting Through Searing Pain He Experiences During Every Excruciating Moment In Indianapolis,1
Parent Struggling To Find Good Reason Why 5-Year-Old Shouldn’t Be Afraid Of Starting School,1
Self-Esteem Built Up At Theater Camp To Get Shy Student Through First 6 Minutes Of School Year,1
Aides Struggle To Stop Dozens Of Kerosene-Soaked Republicans From Lighting Selves Ablaze Atop David Koch’s Body,1
David Koch Pumps Billions Of Dollars Into Campaign To Secure Antonin Scalia A Seat In The Holy Trinity,1
Disneyland Employee Hastily Ad-Libs Story About How Much Goofy Loves Napping On The Pavement,1
Christmas-Obsessed Woman Worships Christ Year-Round,1
Man Who’s About To Cry Bursts Out Of Crowded Room Like He’s Transforming Into A Werewolf,1
Brazilian Government Equips Firefighters With Flamethrowers To Combat Massive Amazon Rainforest,1
Crowd Roars In Approval As Makeup-Smeared Trump Begs Rally To Tell Him He’s Beautiful,1
"‘Don’t Worry, I’ll Always Be Here To Fight Climate Change,’ Says Jay Inslee Before Ethereally Turning Into Majestic Oak",1
Report Finds Majority Of Freeway Accidents Could Have Easily Been Filmed,1
Struggling Hickenlooper Drops Out Of Colorado Senate Race To Run For Jefferson County Commissioner,1
ICE Opens Interdimensional Detention Center To Indefinitely Imprison Immigrants Across Infinite Number Of Multiverses,1
Cartoon Lasso Works Implausibly Well,1
Woman Tearfully Parts With Long Hairstyle After Realizing She Can’t Provide It With The Kind Of Care It Deserves,1
Toddler Standing Up In Shopping Cart Surveys Grocery Store Like Grizzled Sea Captain On Whaling Expedition,1
Study Finds Best Way Of Dealing With Life’s Disappointments Still Casting Snifter Of Rare Scotch Into Roaring Fire,1
Tyson Foods Sends Cease-And-Desist To Trump For Using Slaughterhouse Recordings As Pump-Up Anthem At Rallies,1
Field Of Demography Collapses After 92-Year-Old Woman Buys Monster Energy Drink And Sweet Fusion Vape Juice,1
Man Not Sure If Friend’s House The Type Where He Supposed To Take Off Clothes Before Entering,1
Discovery Channel Pulls Controversial ‘How It’s Made’ Nuclear Power Episode That Gave Iran Access To Top-Secret Designs,1
‘Cosmopolitan’ Fires Editor After Learning She Lied On Resume About Having Sex,1
Jill Biden Urges Democratic Voters To Ignore Which Candidates Are Mentally Sharp Enough To Finish Complete Sentences For Good Of Party,1
Character In Thriller Film Totally Unaware 100 Reporters On Front Lawn Until He Opens Door,1
NRA Warns Banning Assault Weapons Would Infringe On Americans’ Constitutional Right To Make Them All Pay,1
Jeffrey Epstein Free To Visit Earth 6 Days A Week Under Terms Of Sweetheart Afterlife Deal,1
"Experts Confirm Doritos Bag Developed Bright, Distinctive Coloring To Warn Potential Predators That It Could Kill Them",1
Newt Gingrich Slams ‘New York Times’ 1619 Project As Shameless Abolitionist Propaganda,1
Sick Boy’s ‘Visit To Heaven’ Sounding More And More Like Wet Dream,1
Amazon Workers Now Being Shipped In Packages To Personally Assure Customers They’re Treated Well,1
"‘And Then There Were 23,’ Says Wayne Messam Crossing Out Hickenlooper Photo In Elaborate Grid Of Rivals",1
"Naked, Out-Of-Breath CDC Director Announces Nation’s Fertility Rate No Longer In Decline",1
Weird Wedding Has Some Kind Of Religious Theme,1
"BREAKING: Hot Damn, 500 Smackers!",1
New Study Finds English Developed As Secret Language Between 2 Reclusive European Twins,1
Wall Street Worried About Key Recession Indicator After Ominous Black Storm Clouds Spotted Atop Mount Money,1
Epstein Guards Placed On Disciplinary Leave For Allowing Selves To Be Distracted By Mischievous Monkey That Stole Key Ring,1
J.D. Power And Associates Name 4 Muscular Men Carrying You Everywhere As Best Vehicle In Class,1
Clingy Wingstop Hounding Man With Dozens Of Messages After Single Drunken Night Together,1
Postal Service Releases Stamp With Anus On It To See If Anyone Cares What’s On Stamps Anymore,1
"Pete Best Reveals He Also Fired From The Who, Queen, Pink Floyd, And The Kinks Before They Took Off",1
Report: This Next One Goes Out To All The Ladies,1
Pete Buttigieg Charms Crowd At Iowa Truck Stop By Sampling Local Meth,1
Waitress Parades Choice Of Pie Slices In Front Of Man Like Madam In High-Class Brothel,1
Damning Investigation Finds Jeffrey Epstein Left Unsupervised For Decades Prior To Suicide,1
Harvard Streamlines Admission Process By Directly Growing New Students From DNA Of Top Donors,1
Pfizer Announces New Antidote For Slow-Acting Poison Currently Coursing Through Bodies Of Millions Of Americans,1
Dwindling Kitchen Resources Forcing Man To Scavenge For Food Higher And Higher In Cabinets,1
Epstein Associates Distance Selves By Insisting They Hadn’t Used His Child Sex Trafficking Ring In Years,1
Report: You The Only One Who Really Knows What Happened To Jeffrey Epstein,1
Christ Calls Off Plans For Return After Realizing It’s Been So Long It’ll Be Weird Now,1
Nation Informs Body-Positive Advertisers It Ready To Go Back To Staring At Unattainably Attractive People,1
Seth Moulton Spends Afternoon By Radio To See If They Play Campaign Ad,1
Pentagon Awards Oscar Mayer $102 Million Contract For New Military-Grade Hot Dog With All The Fixings,1
Man Worried He Has Nothing In Common With Friend Group Apart From Murder They Covered Up 10 Years Ago,1
Back Bedroom Declared Off-Limits To Party Guests Like Forbidden Wing Of Decrepit Gothic Manor,1
Woman Basks In Magic Of Summer While Opening Her Mouth To Sky To Catch Air-Conditioner Drippings,1
Koch Foods CEO Applauds Immigrant Arrests As Consequence Of Illegally Accepting Job At Koch Foods,1
Trump Boys Counter Chinese Currency Manipulation By Adding Extra Zeros To $20 Bills,1
Manifesto Calls On Fellow White Americans To Rise Up And Maintain Status Quo,1
Victoria’s Secret Accused Of Promoting Unattainable Beauty Standards With New 3-Cup Bra,1
"‘Sorry About The Tornado Or Whatever,’ Says Trump Wolfing Down Bowl Of Chili While Consoling El Paso Shooting Victim",1
New Amazon Service Lets Customers Boost Shipping Speed With Easy One-Click Charge To Whip Delivery Person,1
Child Concerned Parents Might Never Amount To Anything,1
Francis Ford Coppola Spends Afternoon Hawking Samples Of Coppola Winery Cabernet To Indifferent Grocery Store Shoppers,1
Stroller Recalled After Manufacturer Discovers Branding Not Visible Enough,1
R. Kelly Fan Trying To Separate Image Of Beloved ’90s Abuser From Reviled ’10s Abuser,1
Mitch McConnell Wonders If He Could’ve Done More To Harm People In Private Sector,1
Pakistani-American Thrilled To See More People Who Could Feasibly Pass For His Nationality On Screen,1
iPhone Paranoid Owner Knows It Working With FBI,1
Being Eaten Alive By Shark Not Nearly As Terrifying As Man Had Imagined,1
‘New York Times’ Amends Recent ‘Hero Trump Disarms Would-Be Shooter’ Headline,1
Casket To Be Closed Except For Mourners Who Want Peek At Something Really Crazy,1
Consumer Report Indicates Slushies Lose 35% of Their Value Within First Year Of Purchase,1
Study Finds Average Squirrel Lives Through Human Equivalent Of 7 Action Films Every Day,1
Report: There No Way To Suggest Girlfriend Look For Keys In Purse Again Without Sounding Condescending,1
Trump Aides Go Into Crisis Mode After President’s Errant Remarks Condemning White Supremacy,1
John Hickenlooper Drops Out Of 2020 Presidential Race One Assumes,1
Vase Of Flowers On Kitchen Table Probably Memorial For Person Who Died There,1
Woman Knows Smiling Husband Not Really Flirting With Her But It’s Fun To Pretend,1
Fossil Records Indicate Early Humans Hunted 25-Foot Giant Paramecium And Other Mega-Protista To Extinction,1
John Delaney Sends Fundraising Email To Wife Asking To Use More Of Their Money On His Campaign,1
"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens",1
"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens",1
‘Hobbs & Shaw’ Pulled From Theaters Following Reports Of On-Set Mistreatment Of Cars,1
EPA Administrator Proves Carbon Emissions Not Harmful By Inhaling Directly From Truck’s Tailpipe,1
Virgin Saving Himself For Kinky Couple In Need Of A Third,1
Man Gains New Disdain For Band After Seeing Them Live,1
Man Struggling To Accept Fact That He’ll Never Move Beyond Medium Salsa,1
CNN Under Fire For Failing To Disclose Pro-Iran War Panelist Actually Raytheon DeepStrike Missile,1
Study Finds Reading This Article To Completion Provides Body With 13 Essential Vitamins And Minerals,1
"Lollapalooza Unveils New Air-Conditioned, Soundproof Tent For People Who Definitely Shouldn't Have Come To This",1
Card-Only Business Discriminates Against Customers Who Just Have Milking Goats To Barter With,1
Man Likes Ex-Girlfriend’s Tweet In Effort To Smooth Over Emotionally Destroying Her 3 Years Ago,1
Jake Tapper Demands Michael Bennet Answer Question Of Whether He Too Big A Pussy To Take Swing At De Blasio,1
Kirsten Gillibrand Appeals To Detroit Voters By Touting Hardscrabble Youth Growing Up As A Car,1
Music Writers Attribute Lil Nas X’s Success To Inventing Country Genre,1
New USPS Commercial Says They Proudly Send More Fingers For Kidnappers Than Any Other Shipping Company,1
Lindsey Graham Sheepishly Approaches Fox News Interns To See If Anybody Up For Grabbing Drink,1
"‘FOR THE LOVE OF GOD, DONATE, BETO’S DYING UP THERE’ Reads O’Rourke Campaign Fundraising Email Sent During Debate",1
Marianne Williamson Sternly Addresses Homemade Trump Puppet About Immigration In Fiery Debate Exchange,1
"‘Right This Way To The Debate Stage,’ Says Tearful, Rock-Holding Hickenlooper Aide Leading Candidate To Secluded Spot In The Woods",1
Mysterious Salem Shopkeeper Offers Seth Moulton Chance At Presidential Debate Stage But At A Terrible Cost,1
Researchers Confirm Meditation Can Reduce Stress But Totally Get It If You Were Just Venting And Don’t Actually Want Advice,1
More Presidential Candidates Taking Strident Pro-Caviar Stance To Appeal To Democratic Socialite Wing Of Party,1
Woman Who Doesn’t Want To Be Hit On Shouldn’t Be Hanging Out In Bar Taking Drink Orders,1
"Andrew Yang Loads Shotgun As Hissing, Crackling Copy Machine Lurches Towards Campaign Staff",1
"Trump Escalates Baltimore Attacks With Rambling, 3-Hour Press Conference Tearing Into Edgar Allan Poe",1
Chuck Grassley Accidentally Lies In State For Few Hours After Drifting Off In Capitol Rotunda,1
Study: Chris Martin Probably Cried When He Wrote ‘Fix You’,1
Catholic Leaders Transfer Most Alluring Children To Another Church,1
4-Year-Old Convinced Father A Moron After 45th Consecutive Hide-And-Seek Victory,1
"Samin Nosrat Releases Updated Book ‘Salt, Fat, Acid, Heat, Marshmallow’ About The 5 Key Elements Of Good Cooking",1
Customers Relieved To See Perky 7-Eleven Cashier’s Spirit Has Finally Been Crushed,1
